workerid,proliferate.condition,gender,gendered_morph,id,neutral_morh,orthog,response,scale,slide_number_in_experiment,error
105,Comprehensive,neutral,suffix,Usher,male_adoption,usher,1,MF,39,
105,Comprehensive,male,suffix,Flight_attendant,suppletion,airline steward,1,MF,40,
105,Comprehensive,male,man_woman,Garbage_Collector,neutral_compound,garbageman,1,MF,41,
105,Comprehensive,male,man_woman,Assemblyperson,person_compound,assemblyman,1,MF,42,
42,Comprehensive,,,example1,,,5,,2,
42,Comprehensive,male,man_woman,Foreperson,person_compound,foreman,2,FM,4,
42,Comprehensive,neutral,man_woman,Layperson,person_compound,layperson,4,FM,5,
42,Comprehensive,male,boy_girl,Newsboy,male_adoption,newsboy,7,FM,6,
42,Comprehensive,neutral,gender_compound,Headteacher,neutral_compound,headteacher,5,FM,7,
42,Comprehensive,female,man_woman,Police_officer,neutral_compound,policewoman,1,FM,8,
42,Comprehensive,neutral,man_woman,Stunt_double,neutral_compound,stunt double,6,FM,9,
42,Comprehensive,female,man_woman,Craftsperson,person_compound,craftswoman,1,FM,10,
42,Comprehensive,female,suffix,Sorcerer,male_adoption,sroceress,1,FM,11,
42,Comprehensive,male,suffix,Restaurant_server,suppletion,waiter,4,FM,12,
42,Comprehensive,male,man_woman,Chair,clipping,chairman,6,FM,13,
42,Comprehensive,neutral,man_woman,God,male_adoption,god,6,FM,14,
42,Comprehensive,neutral,man_woman,Camera,neutral_compound,camera operator,4,FM,15,
42,Comprehensive,neutral,suffix,Actor,male_adoption,actor,5,FM,16,
42,Comprehensive,neutral,man_woman,Meteorologist,suppletion,meteorologist,4,FM,17,
42,Comprehensive,female,man_woman,Businessperson,person_compound,businesswoman,1,FM,18,
42,Comprehensive,neutral,man_woman,Door_attendant,neutral_compound,door attendant,6,FM,19,
42,Comprehensive,male,suffix,Host,male_adoption,host,3,FM,20,
42,Comprehensive,female,boy_girl,Paper_carrier,neutral_compound,papergirl,1,FM,21,
42,Comprehensive,female,man_woman,Assemblyperson,person_compound,assemblywoman,1,FM,22,
42,Comprehensive,neutral,suffix,Flight_attendant,suppletion,flight attendant,2,FM,23,
42,Comprehensive,female,man_woman,Mail_Carrier,neutral_compound,mailwoman,1,FM,24,
42,Comprehensive,female,man_woman,Anchor,clipping,anchorwoman,1,FM,25,
42,Comprehensive,male,man_woman,Fisher,clipping,fisherman,6,FM,26,
42,Comprehensive,female,gender_compound,Proprieter,suppletion,landlady,1,FM,27,
42,Comprehensive,neutral,suffix,Villain,male_adoption,villain,5,FM,28,
42,Comprehensive,male,suffix,Heir,male_adoption,heir,5,FM,29,
42,Comprehensive,neutral,suffix,Emperor,male_adoption,emperor,6,FM,30,
42,Comprehensive,female,gender_compound,Bartender,neutral_compound,barmaid,1,FM,31,
42,Comprehensive,male,suffix,Hunter,male_adoption,hunter,5,FM,32,
42,Comprehensive,male,suffix,Hero,male_adoption,hero,4,FM,33,
42,Comprehensive,male,man_woman,Gentleperson,person_compound,gentleman,7,FM,34,
42,Comprehensive,male,man_woman,Horseperson,person_compound,horseman,7,FM,35,
42,Comprehensive,female,man_woman,Crewmember,neutral_compound,crewwoman,1,FM,36,
42,Comprehensive,female,man_woman,Congressperson,person_compound,congresswoman,1,FM,37,
42,Comprehensive,male,man_woman,Garbage_Collector,neutral_compound,garbageman,6,FM,38,
42,Comprehensive,neutral,suffix,Usher,male_adoption,usher,5,FM,39,
42,Comprehensive,female,man_woman,Salesperson,person_compound,saleswoman,1,FM,40,
42,Comprehensive,neutral,man_woman,Maintenance_Person,person_compound,maintenance person,4,FM,41,
42,Comprehensive,male,man_woman,Firefighter,neutral_compound,fireman,6,FM,42,
71,Comprehensive,,,example1,,,5,,2,
71,Comprehensive,male,suffix,Usher,male_adoption,usher,3,MF,4,
71,Comprehensive,female,man_woman,Gentleperson,person_compound,gentlewoman,7,MF,5,
71,Comprehensive,neutral,man_woman,God,male_adoption,god,3,MF,6,
71,Comprehensive,male,man_woman,Crewmember,neutral_compound,crewman,3,MF,7,
71,Comprehensive,female,man_woman,Maintenance_Person,person_compound,handywoman,7,MF,8,
71,Comprehensive,neutral,suffix,Actor,male_adoption,actor,4,MF,9,
71,Comprehensive,female,man_woman,Camera,neutral_compound,camerawoman,7,MF,10,
71,Comprehensive,male,man_woman,Chair,clipping,chairman,3,MF,11,
71,Comprehensive,male,man_woman,Door_attendant,neutral_compound,doorman,2,MF,12,
71,Comprehensive,female,man_woman,Firefighter,neutral_compound,firewoman,7,MF,13,
71,Comprehensive,neutral,boy_girl,Newsboy,male_adoption,newsboy,2,MF,14,
71,Comprehensive,male,man_woman,Craftsperson,person_compound,craftsman,3,MF,15,
71,Comprehensive,neutral,suffix,Villain,male_adoption,villain,4,MF,16,
71,Comprehensive,neutral,suffix,Heir,male_adoption,heir,4,MF,17,
71,Comprehensive,female,man_woman,Police_officer,neutral_compound,policewoman,7,MF,18,
71,Comprehensive,female,man_woman,Garbage_Collector,neutral_compound,garbagewoman,7,MF,19,
71,Comprehensive,neutral,man_woman,Salesperson,person_compound,salesperson,4,MF,20,
71,Comprehensive,male,gender_compound,Headteacher,neutral_compound,headmaster,4,MF,21,
71,Comprehensive,male,gender_compound,Bartender,neutral_compound,barman,3,MF,22,
71,Comprehensive,female,suffix,Hero,male_adoption,heroine,7,MF,23,
71,Comprehensive,male,boy_girl,Paper_carrier,neutral_compound,paperboy,2,MF,24,
71,Comprehensive,neutral,suffix,Sorcerer,male_adoption,sorcerer,3,MF,25,
71,Comprehensive,female,suffix,Flight_attendant,suppletion,airline stewardess,7,MF,26,
71,Comprehensive,female,man_woman,Congressperson,person_compound,congresswoman,7,MF,27,
71,Comprehensive,male,suffix,Hunter,male_adoption,hunter,3,MF,28,
71,Comprehensive,neutral,man_woman,Layperson,person_compound,layperson,4,MF,29,
71,Comprehensive,female,suffix,Host,male_adoption,hostess,7,MF,30,
71,Comprehensive,female,man_woman,Mail_Carrier,neutral_compound,mailwoman,7,MF,31,
71,Comprehensive,neutral,man_woman,Businessperson,person_compound,businessperson,4,MF,32,
71,Comprehensive,neutral,man_woman,Meteorologist,suppletion,meteorologist,4,MF,33,
71,Comprehensive,male,man_woman,Anchor,clipping,anchorman,2,MF,34,
71,Comprehensive,male,man_woman,Foreperson,person_compound,foreman,3,MF,35,
71,Comprehensive,male,man_woman,Assemblyperson,person_compound,assemblyman,3,MF,36,
71,Comprehensive,male,suffix,Restaurant_server,suppletion,waiter,2,MF,37,
71,Comprehensive,neutral,gender_compound,Proprieter,suppletion,proprieter,4,MF,38,
71,Comprehensive,neutral,man_woman,Fisher,clipping,fisher,3,MF,39,
71,Comprehensive,female,suffix,Emperor,male_adoption,empress,7,MF,40,
71,Comprehensive,female,man_woman,Horseperson,person_compound,horsewoman,7,MF,41,
71,Comprehensive,neutral,man_woman,Stunt_double,neutral_compound,stunt double,4,MF,42,
24,Comprehensive,,,example1,,,5,,2,
24,Comprehensive,female,man_woman,Door_attendant,neutral_compound,doorwoman,7,MF,4,
24,Comprehensive,male,suffix,Flight_attendant,suppletion,airline steward,1,MF,5,
24,Comprehensive,neutral,man_woman,Anchor,clipping,anchor,3,MF,6,
24,Comprehensive,male,boy_girl,Paper_carrier,neutral_compound,paperboy,1,MF,7,
24,Comprehensive,neutral,man_woman,Camera,neutral_compound,camera operator,4,MF,8,
24,Comprehensive,neutral,man_woman,Congressperson,person_compound,congressperson,4,MF,9,
24,Comprehensive,female,man_woman,Crewmember,neutral_compound,crewwoman,7,MF,10,
24,Comprehensive,female,man_woman,Mail_Carrier,neutral_compound,mailwoman,7,MF,11,
24,Comprehensive,neutral,suffix,Villain,male_adoption,villain,3,MF,12,
24,Comprehensive,female,gender_compound,Proprieter,suppletion,landlady,7,MF,13,
24,Comprehensive,female,suffix,Host,male_adoption,hostess,7,MF,14,
24,Comprehensive,neutral,suffix,Sorcerer,male_adoption,sorcerer,4,MF,15,
24,Comprehensive,female,man_woman,Meteorologist,suppletion,weatherwoman,7,MF,16,
24,Comprehensive,female,suffix,Actor,male_adoption,actress,7,MF,17,
24,Comprehensive,male,suffix,Restaurant_server,suppletion,waiter,1,MF,18,
24,Comprehensive,female,suffix,Hero,male_adoption,heroine,7,MF,19,
24,Comprehensive,neutral,man_woman,Businessperson,person_compound,businessperson,3,MF,20,
24,Comprehensive,male,man_woman,Horseperson,person_compound,horseman,1,MF,21,
24,Comprehensive,male,man_woman,Garbage_Collector,neutral_compound,garbageman,1,MF,22,
24,Comprehensive,male,man_woman,Firefighter,neutral_compound,fireman,1,MF,23,
24,Comprehensive,neutral,gender_compound,Headteacher,neutral_compound,headteacher,3,MF,24,
24,Comprehensive,neutral,suffix,Hunter,male_adoption,hunter,2,MF,25,
24,Comprehensive,neutral,man_woman,Chair,clipping,board chair,4,MF,26,
24,Comprehensive,neutral,man_woman,Gentleperson,person_compound,gentleperson,4,MF,27,
24,Comprehensive,male,man_woman,Police_officer,neutral_compound,policeman,1,MF,28,
24,Comprehensive,female,man_woman,God,male_adoption,goddess,7,MF,29,
24,Comprehensive,male,man_woman,Foreperson,person_compound,foreman,1,MF,30,
24,Comprehensive,male,man_woman,Stunt_double,neutral_compound,stuntman,1,MF,31,
24,Comprehensive,female,man_woman,Salesperson,person_compound,saleswoman,7,MF,32,
24,Comprehensive,female,man_woman,Craftsperson,person_compound,craftswoman,7,MF,33,
24,Comprehensive,neutral,man_woman,Fisher,clipping,fisher,3,MF,34,
24,Comprehensive,female,man_woman,Maintenance_Person,person_compound,handywoman,7,MF,35,
24,Comprehensive,male,man_woman,Assemblyperson,person_compound,assemblyman,1,MF,36,
24,Comprehensive,male,man_woman,Layperson,person_compound,layman,2,MF,37,
24,Comprehensive,male,suffix,Usher,male_adoption,usher,4,MF,38,
24,Comprehensive,neutral,boy_girl,Newsboy,male_adoption,newsboy,1,MF,39,
24,Comprehensive,female,suffix,Heir,male_adoption,heiress,7,MF,40,
24,Comprehensive,male,suffix,Emperor,male_adoption,emperor,1,MF,41,
24,Comprehensive,neutral,gender_compound,Bartender,neutral_compound,bartender,4,MF,42,
47,Comprehensive,,,example1,,,5,,2,
47,Comprehensive,female,suffix,Usher,male_adoption,usherette,1,FM,4,
47,Comprehensive,neutral,man_woman,Businessperson,person_compound,businessperson,4,FM,5,
47,Comprehensive,male,suffix,Sorcerer,male_adoption,sorcerer,6,FM,6,
47,Comprehensive,male,man_woman,Gentleperson,person_compound,gentleman,7,FM,7,
47,Comprehensive,male,man_woman,Garbage_Collector,neutral_compound,garbageman,6,FM,8,
47,Comprehensive,neutral,man_woman,Mail_Carrier,neutral_compound,mail carrier,4,FM,9,
47,Comprehensive,male,man_woman,Maintenance_Person,person_compound,handyman,7,FM,10,
47,Comprehensive,female,man_woman,God,male_adoption,goddess,1,FM,11,
47,Comprehensive,neutral,suffix,Emperor,male_adoption,emperor,7,FM,12,
47,Comprehensive,female,man_woman,Horseperson,person_compound,horsewoman,1,FM,13,
47,Comprehensive,female,suffix,Restaurant_server,suppletion,waitress,1,FM,14,
47,Comprehensive,female,suffix,Hero,male_adoption,heroine,1,FM,15,
47,Comprehensive,neutral,suffix,Hunter,male_adoption,hunter,5,FM,16,
47,Comprehensive,male,man_woman,Crewmember,neutral_compound,crewman,5,FM,17,
47,Comprehensive,neutral,suffix,Heir,male_adoption,heir,5,FM,18,
47,Comprehensive,neutral,man_woman,Assemblyperson,person_compound,assemblyperson,4,FM,19,
47,Comprehensive,female,suffix,Host,male_adoption,hostess,1,FM,20,
47,Comprehensive,neutral,man_woman,Congressperson,person_compound,congressperson,5,FM,21,
47,Comprehensive,male,man_woman,Fisher,clipping,fisherman,5,FM,22,
47,Comprehensive,neutral,man_woman,Door_attendant,neutral_compound,door attendant,4,FM,23,
47,Comprehensive,female,man_woman,Layperson,person_compound,laywoman,1,FM,24,
47,Comprehensive,male,boy_girl,Paper_carrier,neutral_compound,paperboy,6,FM,25,
47,Comprehensive,neutral,man_woman,Camera,neutral_compound,camera operator,4,FM,26,
47,Comprehensive,male,gender_compound,Bartender,neutral_compound,barman,6,FM,27,
47,Comprehensive,neutral,man_woman,Police_officer,neutral_compound,police officer,5,FM,28,
47,Comprehensive,female,suffix,Actor,male_adoption,actress,1,FM,29,
47,Comprehensive,male,man_woman,Chair,clipping,chairman,6,FM,30,
47,Comprehensive,neutral,man_woman,Meteorologist,suppletion,meteorologist,3,FM,31,
47,Comprehensive,neutral,man_woman,Craftsperson,person_compound,craftsperson,4,FM,32,
47,Comprehensive,female,man_woman,Anchor,clipping,anchorwoman,1,FM,33,
47,Comprehensive,female,man_woman,Firefighter,neutral_compound,firewoman,1,FM,34,
47,Comprehensive,male,boy_girl,Newsboy,male_adoption,newsboy,6,FM,35,
47,Comprehensive,female,suffix,Flight_attendant,suppletion,airline stewardess,2,FM,36,
47,Comprehensive,male,gender_compound,Headteacher,neutral_compound,headmaster,4,FM,37,
47,Comprehensive,male,gender_compound,Proprieter,suppletion,landlord,4,FM,38,
47,Comprehensive,male,man_woman,Stunt_double,neutral_compound,stuntman,6,FM,39,
47,Comprehensive,female,man_woman,Foreperson,person_compound,forewoman,1,FM,40,
47,Comprehensive,neutral,man_woman,Salesperson,person_compound,salesperson,4,FM,41,
47,Comprehensive,female,suffix,Villain,male_adoption,villainess,1,FM,42,
85,Comprehensive,,,example1,,,6,,2,
85,Comprehensive,female,suffix,Villain,male_adoption,villainess,1,FM,4,
85,Comprehensive,neutral,man_woman,Garbage_Collector,neutral_compound,garbage collector,6,FM,5,
85,Comprehensive,female,man_woman,Stunt_double,neutral_compound,stuntwoman,1,FM,6,
85,Comprehensive,male,man_woman,Salesperson,person_compound,salesman,5,FM,7,
85,Comprehensive,male,suffix,Sorcerer,male_adoption,sorcerer,5,FM,8,
85,Comprehensive,female,man_woman,Crewmember,neutral_compound,crewwoman,1,FM,9,
85,Comprehensive,male,suffix,Host,male_adoption,host,5,FM,10,
85,Comprehensive,neutral,man_woman,Gentleperson,person_compound,gentleperson,2,FM,11,
85,Comprehensive,neutral,man_woman,Anchor,clipping,anchor,6,FM,12,
85,Comprehensive,neutral,man_woman,Congressperson,person_compound,congressperson,4,FM,13,
85,Comprehensive,female,suffix,Heir,male_adoption,heiress,1,FM,14,
85,Comprehensive,neutral,man_woman,Businessperson,person_compound,businessperson,3,FM,15,
85,Comprehensive,female,man_woman,Fisher,clipping,fisherwoman,1,FM,16,
85,Comprehensive,male,gender_compound,Bartender,neutral_compound,barman,7,FM,17,
85,Comprehensive,neutral,suffix,Hunter,male_adoption,hunter,5,FM,18,
85,Comprehensive,male,man_woman,Chair,clipping,chairman,5,FM,19,
85,Comprehensive,neutral,suffix,Restaurant_server,suppletion,restaurant server,4,FM,20,
85,Comprehensive,neutral,suffix,Emperor,male_adoption,emperor,6,FM,21,
85,Comprehensive,male,man_woman,Maintenance_Person,person_compound,handyman,5,FM,22,
85,Comprehensive,female,gender_compound,Proprieter,suppletion,landlady,1,FM,23,
85,Comprehensive,male,man_woman,Door_attendant,neutral_compound,doorman,4,FM,24,
85,Comprehensive,neutral,gender_compound,Headteacher,neutral_compound,headteacher,3,FM,25,
85,Comprehensive,neutral,suffix,Usher,male_adoption,usher,4,FM,26,
85,Comprehensive,female,man_woman,Meteorologist,suppletion,weatherwoman,1,FM,27,
85,Comprehensive,female,man_woman,Foreperson,person_compound,forewoman,1,FM,28,
85,Comprehensive,male,boy_girl,Paper_carrier,neutral_compound,paperboy,7,FM,29,
85,Comprehensive,male,suffix,Hero,male_adoption,hero,4,FM,30,
85,Comprehensive,female,boy_girl,Newsboy,male_adoption,newsgirl,1,FM,31,
85,Comprehensive,female,man_woman,Camera,neutral_compound,camerawoman,1,FM,32,
85,Comprehensive,neutral,man_woman,God,male_adoption,god,5,FM,33,
85,Comprehensive,female,man_woman,Layperson,person_compound,laywoman,1,FM,34,
85,Comprehensive,neutral,man_woman,Police_officer,neutral_compound,police officer,5,FM,35,
85,Comprehensive,female,man_woman,Horseperson,person_compound,horsewoman,1,FM,36,
85,Comprehensive,male,man_woman,Craftsperson,person_compound,craftsman,6,FM,37,
85,Comprehensive,male,man_woman,Mail_Carrier,neutral_compound,mailman,6,FM,38,
85,Comprehensive,female,suffix,Flight_attendant,suppletion,airline stewardess,1,FM,39,
85,Comprehensive,male,suffix,Actor,male_adoption,actor,5,FM,40,
85,Comprehensive,neutral,man_woman,Firefighter,neutral_compound,firefighter,5,FM,41,
85,Comprehensive,male,man_woman,Assemblyperson,person_compound,assemblyman,5,FM,42,
102,Comprehensive,,,example1,,,6,,2,
102,Comprehensive,neutral,man_woman,Businessperson,person_compound,businessperson,5,FM,4,
102,Comprehensive,female,man_woman,Crewmember,neutral_compound,crewwoman,1,FM,5,
102,Comprehensive,male,man_woman,Layperson,person_compound,layman,4,FM,6,
102,Comprehensive,male,man_woman,Anchor,clipping,anchorman,4,FM,7,
102,Comprehensive,neutral,man_woman,Maintenance_Person,person_compound,maintenance person,5,FM,8,
102,Comprehensive,male,suffix,Hunter,male_adoption,hunter,4,FM,9,
102,Comprehensive,female,man_woman,Gentleperson,person_compound,gentlewoman,1,FM,10,
102,Comprehensive,neutral,gender_compound,Bartender,neutral_compound,bartender,3,FM,11,
102,Comprehensive,female,man_woman,Chair,clipping,chairwoman,1,FM,12,
102,Comprehensive,female,man_woman,Mail_Carrier,neutral_compound,mailwoman,1,FM,13,
102,Comprehensive,female,gender_compound,Headteacher,neutral_compound,headmistress,1,FM,14,
102,Comprehensive,male,man_woman,Craftsperson,person_compound,craftsman,4,FM,15,
102,Comprehensive,female,suffix,Emperor,male_adoption,empress,1,FM,16,
102,Comprehensive,male,man_woman,Meteorologist,suppletion,weatherman,5,FM,17,
102,Comprehensive,female,man_woman,Police_officer,neutral_compound,policewoman,1,FM,18,
102,Comprehensive,neutral,man_woman,Door_attendant,neutral_compound,door attendant,5,FM,19,
102,Comprehensive,male,suffix,Restaurant_server,suppletion,waiter,3,FM,20,
102,Comprehensive,female,man_woman,Camera,neutral_compound,camerawoman,1,FM,21,
102,Comprehensive,male,man_woman,Garbage_Collector,neutral_compound,garbageman,4,FM,22,
102,Comprehensive,neutral,gender_compound,Proprieter,suppletion,proprieter,4,FM,23,
102,Comprehensive,male,suffix,Actor,male_adoption,actor,7,FM,24,
102,Comprehensive,neutral,man_woman,Foreperson,person_compound,foreperson,4,FM,25,
102,Comprehensive,male,man_woman,Salesperson,person_compound,salesman,5,FM,26,
102,Comprehensive,neutral,man_woman,Assemblyperson,person_compound,assemblyperson,4,FM,27,
102,Comprehensive,female,suffix,Sorcerer,male_adoption,sroceress,1,FM,28,
102,Comprehensive,male,man_woman,Horseperson,person_compound,horseman,7,FM,29,
102,Comprehensive,neutral,man_woman,God,male_adoption,god,4,FM,30,
102,Comprehensive,female,boy_girl,Newsboy,male_adoption,newsgirl,1,FM,31,
102,Comprehensive,female,suffix,Villain,male_adoption,villainess,4,FM,32,
102,Comprehensive,neutral,man_woman,Congressperson,person_compound,congressperson,4,FM,33,
102,Comprehensive,male,man_woman,Fisher,clipping,fisherman,6,FM,34,
102,Comprehensive,neutral,suffix,Heir,male_adoption,heir,4,FM,35,
102,Comprehensive,female,man_woman,Firefighter,neutral_compound,firewoman,1,FM,36,
102,Comprehensive,neutral,suffix,Hero,male_adoption,hero,4,FM,37,
102,Comprehensive,female,boy_girl,Paper_carrier,neutral_compound,papergirl,1,FM,38,
102,Comprehensive,male,suffix,Host,male_adoption,host,3,FM,39,
102,Comprehensive,male,suffix,Flight_attendant,suppletion,airline steward,3,FM,40,
102,Comprehensive,neutral,suffix,Usher,male_adoption,usher,5,FM,41,
102,Comprehensive,neutral,man_woman,Stunt_double,neutral_compound,stunt double,4,FM,42,
108,Comprehensive,,,example1,,,6,,2,
108,Comprehensive,female,suffix,Hero,male_adoption,heroine,1,FM,4,
108,Comprehensive,neutral,suffix,Hunter,male_adoption,hunter,6,FM,5,
108,Comprehensive,male,man_woman,Door_attendant,neutral_compound,doorman,6,FM,6,
108,Comprehensive,neutral,man_woman,Layperson,person_compound,layperson,4,FM,7,
108,Comprehensive,male,man_woman,Salesperson,person_compound,salesman,5,FM,8,
108,Comprehensive,male,man_woman,Garbage_Collector,neutral_compound,garbageman,7,FM,9,
108,Comprehensive,male,boy_girl,Newsboy,male_adoption,newsboy,6,FM,10,
108,Comprehensive,female,man_woman,Horseperson,person_compound,horsewoman,1,FM,11,
108,Comprehensive,neutral,man_woman,Maintenance_Person,person_compound,maintenance person,7,FM,12,
108,Comprehensive,male,suffix,Usher,male_adoption,usher,6,FM,13,
108,Comprehensive,neutral,man_woman,Stunt_double,neutral_compound,stunt double,4,FM,14,
108,Comprehensive,neutral,man_woman,Fisher,clipping,fisher,6,FM,15,
108,Comprehensive,neutral,gender_compound,Headteacher,neutral_compound,headteacher,2,FM,16,
108,Comprehensive,female,man_woman,Meteorologist,suppletion,weatherwoman,1,FM,17,
108,Comprehensive,female,suffix,Restaurant_server,suppletion,waitress,1,FM,18,
108,Comprehensive,male,man_woman,Craftsperson,person_compound,craftsman,7,FM,19,
108,Comprehensive,female,suffix,Host,male_adoption,hostess,2,FM,20,
108,Comprehensive,male,suffix,Heir,male_adoption,heir,4,FM,21,
108,Comprehensive,neutral,suffix,Emperor,male_adoption,emperor,7,FM,22,
108,Comprehensive,neutral,man_woman,God,male_adoption,god,5,FM,23,
108,Comprehensive,male,suffix,Villain,male_adoption,villain,5,FM,24,
108,Comprehensive,female,man_woman,Gentleperson,person_compound,gentlewoman,2,FM,25,
108,Comprehensive,male,man_woman,Anchor,clipping,anchorman,7,FM,26,
108,Comprehensive,male,man_woman,Foreperson,person_compound,foreman,7,FM,27,
108,Comprehensive,female,suffix,Sorcerer,male_adoption,sroceress,1,FM,28,
108,Comprehensive,female,man_woman,Businessperson,person_compound,businesswoman,1,FM,29,
108,Comprehensive,male,gender_compound,Bartender,neutral_compound,barman,7,FM,30,
108,Comprehensive,neutral,man_woman,Police_officer,neutral_compound,police officer,5,FM,31,
108,Comprehensive,female,suffix,Flight_attendant,suppletion,airline stewardess,2,FM,32,
108,Comprehensive,neutral,man_woman,Mail_Carrier,neutral_compound,mail carrier,5,FM,33,
108,Comprehensive,female,gender_compound,Proprieter,suppletion,landlady,2,FM,34,
108,Comprehensive,female,man_woman,Congressperson,person_compound,congresswoman,2,FM,35,
108,Comprehensive,neutral,man_woman,Camera,neutral_compound,camera operator,6,FM,36,
108,Comprehensive,male,man_woman,Firefighter,neutral_compound,fireman,6,FM,37,
108,Comprehensive,neutral,boy_girl,Paper_carrier,neutral_compound,paper carrier,5,FM,38,
108,Comprehensive,neutral,man_woman,Assemblyperson,person_compound,assemblyperson,5,FM,39,
108,Comprehensive,male,man_woman,Chair,clipping,chairman,6,FM,40,
108,Comprehensive,female,suffix,Actor,male_adoption,actress,1,FM,41,
108,Comprehensive,female,man_woman,Crewmember,neutral_compound,crewwoman,1,FM,42,
10,Comprehensive,,,example1,,,5,,2,
10,Comprehensive,female,man_woman,Crewmember,neutral_compound,crewwoman,3,MF,4,
10,Comprehensive,male,man_woman,Horseperson,person_compound,horseman,3,MF,5,
10,Comprehensive,neutral,man_woman,God,male_adoption,god,4,MF,6,
10,Comprehensive,female,man_woman,Meteorologist,suppletion,weatherwoman,7,MF,7,
10,Comprehensive,male,man_woman,Anchor,clipping,anchorman,2,MF,8,
10,Comprehensive,female,man_woman,Gentleperson,person_compound,gentlewoman,7,MF,9,
10,Comprehensive,female,gender_compound,Proprieter,suppletion,landlady,7,MF,10,
10,Comprehensive,male,suffix,Hunter,male_adoption,hunter,3,MF,11,
10,Comprehensive,neutral,man_woman,Assemblyperson,person_compound,assemblyperson,3,MF,12,
10,Comprehensive,neutral,gender_compound,Headteacher,neutral_compound,headteacher,2,MF,13,
10,Comprehensive,neutral,suffix,Hero,male_adoption,hero,4,MF,14,
10,Comprehensive,neutral,man_woman,Stunt_double,neutral_compound,stunt double,3,MF,15,
10,Comprehensive,female,man_woman,Craftsperson,person_compound,craftswoman,7,MF,16,
10,Comprehensive,female,man_woman,Salesperson,person_compound,saleswoman,7,MF,17,
10,Comprehensive,neutral,man_woman,Maintenance_Person,person_compound,maintenance person,3,MF,18,
10,Comprehensive,male,man_woman,Door_attendant,neutral_compound,doorman,2,MF,19,
10,Comprehensive,male,suffix,Villain,male_adoption,villain,4,MF,20,
10,Comprehensive,female,suffix,Sorcerer,male_adoption,sroceress,7,MF,21,
10,Comprehensive,neutral,man_woman,Camera,neutral_compound,camera operator,3,MF,22,
10,Comprehensive,male,suffix,Restaurant_server,suppletion,waiter,5,MF,23,
10,Comprehensive,neutral,man_woman,Garbage_Collector,neutral_compound,garbage collector,2,MF,24,
10,Comprehensive,female,man_woman,Businessperson,person_compound,businesswoman,7,MF,25,
10,Comprehensive,neutral,suffix,Heir,male_adoption,heir,4,MF,26,
10,Comprehensive,neutral,man_woman,Mail_Carrier,neutral_compound,mail carrier,3,MF,27,
10,Comprehensive,male,suffix,Flight_attendant,suppletion,airline steward,5,MF,28,
10,Comprehensive,female,man_woman,Police_officer,neutral_compound,policewoman,7,MF,29,
10,Comprehensive,female,man_woman,Foreperson,person_compound,forewoman,7,MF,30,
10,Comprehensive,female,man_woman,Firefighter,neutral_compound,firewoman,7,MF,31,
10,Comprehensive,male,gender_compound,Bartender,neutral_compound,barman,3,MF,32,
10,Comprehensive,neutral,suffix,Usher,male_adoption,usher,3,MF,33,
10,Comprehensive,neutral,suffix,Emperor,male_adoption,emperor,1,MF,34,
10,Comprehensive,male,man_woman,Congressperson,person_compound,congressman,1,MF,35,
10,Comprehensive,male,man_woman,Chair,clipping,chairman,2,MF,36,
10,Comprehensive,female,boy_girl,Newsboy,male_adoption,newsgirl,7,MF,37,
10,Comprehensive,male,suffix,Actor,male_adoption,actor,4,MF,38,
10,Comprehensive,male,boy_girl,Paper_carrier,neutral_compound,paperboy,1,MF,39,
10,Comprehensive,male,suffix,Host,male_adoption,host,4,MF,40,
10,Comprehensive,female,man_woman,Fisher,clipping,fisherwoman,7,MF,41,
10,Comprehensive,neutral,man_woman,Layperson,person_compound,layperson,4,MF,42,
62,Comprehensive,,,example1,,,5,,2,
62,Comprehensive,neutral,suffix,Usher,male_adoption,usher,1,MF,4,
62,Comprehensive,female,man_woman,Anchor,clipping,anchorwoman,7,MF,5,
62,Comprehensive,neutral,suffix,Host,male_adoption,host,3,MF,6,
62,Comprehensive,male,man_woman,Stunt_double,neutral_compound,stuntman,2,MF,7,
62,Comprehensive,male,suffix,Heir,male_adoption,heir,4,MF,8,
62,Comprehensive,female,man_woman,Assemblyperson,person_compound,assemblywoman,7,MF,9,
62,Comprehensive,female,suffix,Emperor,male_adoption,empress,7,MF,10,
62,Comprehensive,male,man_woman,Crewmember,neutral_compound,crewman,3,MF,11,
62,Comprehensive,neutral,suffix,Restaurant_server,suppletion,restaurant server,6,MF,12,
62,Comprehensive,female,man_woman,Meteorologist,suppletion,weatherwoman,7,MF,13,
62,Comprehensive,female,gender_compound,Headteacher,neutral_compound,headmistress,7,MF,14,
62,Comprehensive,female,man_woman,Firefighter,neutral_compound,firewoman,7,MF,15,
62,Comprehensive,neutral,suffix,Sorcerer,male_adoption,sorcerer,1,MF,16,
62,Comprehensive,neutral,man_woman,God,male_adoption,god,2,MF,17,
62,Comprehensive,male,man_woman,Door_attendant,neutral_compound,doorman,1,MF,18,
62,Comprehensive,neutral,suffix,Villain,male_adoption,villain,4,MF,19,
62,Comprehensive,female,man_woman,Congressperson,person_compound,congresswoman,7,MF,20,
62,Comprehensive,male,boy_girl,Paper_carrier,neutral_compound,paperboy,1,MF,21,
62,Comprehensive,male,man_woman,Mail_Carrier,neutral_compound,mailman,4,MF,22,
62,Comprehensive,male,man_woman,Gentleperson,person_compound,gentleman,1,MF,23,
